,time_iter_pso
600,7.118861436843872
601,5.409775733947754
602,5.1395251750946045
603,5.644315004348755
604,5.317352294921875
605,5.12970757484436
606,5.684813976287842
607,5.367382049560547
608,5.3504462242126465
609,5.800330877304077
610,5.466923236846924
611,5.39777135848999
612,5.710216522216797
613,5.24427056312561
614,5.2084596157073975
615,5.708019733428955
616,5.297611236572266
617,5.126640558242798
618,5.777297735214233
619,5.205122470855713
620,5.42737889289856
621,5.807453870773315
622,5.250199317932129
623,5.3495965003967285
624,5.742895126342773
625,5.151331424713135
626,5.390865802764893
627,5.818790435791016
628,5.331820249557495
629,5.337817907333374
630,5.675595998764038
631,5.161278486251831
632,6.07757568359375
633,5.605426788330078
634,5.257359981536865
635,5.475479364395142
636,5.596051216125488
637,5.115218877792358
638,5.539268970489502
639,5.712932825088501
640,5.266489028930664
641,5.63304328918457
642,5.478774070739746
643,5.164252042770386
644,5.527643442153931
645,5.4304094314575195
646,5.22087287902832
647,5.5618298053741455
648,6.387314796447754
649,5.965744495391846
650,6.0352795124053955
651,5.188207149505615
652,5.818562030792236
653,6.455386161804199
654,5.590210676193237
655,5.714687824249268
656,5.78517746925354
657,5.899218320846558
658,5.983768701553345
659,5.644415855407715
660,5.736149072647095
661,6.2714011669158936
662,5.868894815444946
663,5.8103907108306885
664,5.619358777999878
665,5.367275238037109
666,5.545161724090576
667,5.4227683544158936
668,5.241764783859253
669,6.041698932647705
670,6.613150358200073
671,7.0829079151153564
672,6.375973224639893
673,6.891596555709839
674,5.851423263549805
675,5.532594442367554
676,5.416151285171509
677,6.094428062438965
678,6.02505087852478
679,6.993824243545532
680,5.952692270278931
681,6.194272518157959
682,6.065706014633179
683,5.68967604637146
684,5.550654172897339
685,6.555221796035767
686,6.192267894744873
687,6.262919664382935
688,6.70318865776062
689,5.978596448898315
690,6.424734354019165
691,5.983839988708496
692,5.5454652309417725
693,6.632903099060059
694,6.926629543304443
695,7.000753164291382
696,6.029804468154907
697,6.470404386520386
698,7.218873023986816
699,6.4237306118011475
700,9.53247594833374
701,6.566215991973877
702,7.499942064285278
703,6.400901556015015
704,7.421878099441528
705,8.791852951049805
706,8.37088680267334
707,7.397494554519653
708,6.990774154663086
709,6.784862518310547
710,6.419176816940308
711,6.424015283584595
712,5.945289134979248
713,6.539565801620483
714,6.255595445632935
715,5.471968650817871
716,5.748385190963745
717,5.246441602706909
718,5.487902879714966
719,5.769088506698608
720,5.559715986251831
721,5.678879022598267
722,5.876315593719482
723,5.446604013442993
724,6.050870180130005
725,5.706609725952148
726,5.555380821228027
727,5.897708177566528
728,5.647424221038818
729,5.5032525062561035
730,6.161920547485352
731,5.535681962966919
732,5.7265307903289795
733,5.972241640090942
734,5.438201189041138
735,5.60441517829895
736,5.766895532608032
737,5.446318864822388
738,5.80200719833374
739,5.7752861976623535
740,5.406596899032593
741,6.238508462905884
742,5.6990838050842285
743,5.825835466384888
744,5.964398622512817
745,5.633335828781128
746,5.834911108016968
747,5.95320463180542
748,5.839033126831055
749,5.902592420578003
750,5.817225933074951
751,5.551066160202026
752,6.025696277618408
753,5.635881185531616
754,5.497118234634399
755,5.877668857574463
756,5.449004888534546
757,5.587849140167236
758,5.951632261276245
759,5.51972770690918
760,5.6259729862213135
761,5.817997932434082
762,6.009528398513794
763,6.8674116134643555
764,6.304827451705933
765,6.330769300460815
766,6.805426359176636
767,6.222587823867798
768,6.481647729873657
769,5.7702460289001465
770,5.38236665725708
771,6.0817201137542725
772,5.581074953079224
773,5.754177808761597
774,5.985882043838501
775,5.495088577270508
776,5.675148248672485
777,5.760760545730591
778,5.326042890548706
779,5.733186721801758
780,5.770582914352417
781,5.418940544128418
782,6.051165342330933
783,5.5038933753967285
784,5.601125717163086
785,5.892652273178101
786,5.337206125259399
787,5.422108888626099
788,5.982859373092651
789,5.39560341835022
790,5.5096964836120605
791,5.896407842636108
792,5.369131326675415
793,5.815194845199585
794,5.954120635986328
795,5.49240517616272
796,5.821005821228027
797,5.749886751174927
798,5.503779172897339
799,6.062040090560913
800,7.293476104736328
801,5.73952317237854
802,5.842774868011475
803,5.647902011871338
804,5.805204153060913
805,5.587093114852905
806,5.511147975921631
807,5.751640796661377
808,5.6618006229400635
809,5.6532142162323
810,6.0793681144714355
811,5.645448684692383
812,5.8188488483428955
813,6.059741497039795
814,5.547437906265259
815,5.813320159912109
816,5.72793984413147
817,5.519265413284302
818,5.97551417350769
819,5.72379207611084
820,5.398660659790039
821,5.944676637649536
822,5.52768087387085
823,5.383707284927368
824,5.96974778175354
825,5.488658666610718
826,5.4821953773498535
827,5.920443058013916
828,5.441956520080566
829,5.50915002822876
830,5.992690324783325
831,5.313717603683472
832,5.562947034835815
833,5.732457876205444
834,5.346105337142944
835,5.959246635437012
836,5.826854705810547
837,5.57986307144165
838,5.772944927215576
839,5.487229347229004
840,5.411447525024414
841,5.796023845672607
842,5.534466743469238
843,5.502137660980225
844,5.896040439605713
845,5.574571847915649
846,5.726876974105835
847,6.0549635887146
848,5.48534083366394
849,5.853217363357544
850,5.6797473430633545
851,5.457489490509033
852,5.7922046184539795
853,5.684531211853027
854,5.42444920539856
855,5.914994239807129
856,5.744021892547607
857,5.5142223834991455
858,6.016680002212524
859,5.645958423614502
860,5.484526872634888
861,5.888499736785889
862,5.489690542221069
863,5.627904415130615
864,5.884686231613159
865,5.32366943359375
866,5.695592164993286
867,5.893479585647583
868,5.351621627807617
869,5.823800086975098
870,5.59054160118103
871,5.565138339996338
872,5.875873565673828
873,5.585205078125
874,5.51637601852417
875,5.91720986366272
876,5.553260326385498
877,5.581667184829712
878,5.994893789291382
879,5.520505905151367
880,5.680661201477051
881,5.6994946002960205
882,5.153335094451904
883,5.713048696517944
884,5.6844801902771
885,5.22638201713562
886,5.745824337005615
887,5.638262033462524
888,5.4966394901275635
889,5.97271990776062
890,5.612878322601318
891,5.384695291519165
892,5.86896014213562
893,5.591289281845093
894,5.607362747192383
895,5.921851634979248
896,5.366620779037476
897,5.759101867675781
898,5.910259008407593
899,5.415419816970825
900,8.762012243270874
901,5.504101037979126
902,5.6048243045806885
903,5.817035913467407
904,5.437321186065674
905,5.666149377822876
906,5.962610483169556
907,5.452777624130249
908,5.764715671539307
909,5.720726490020752
910,5.4399940967559814
911,5.9356913566589355
912,5.670422077178955
913,5.436945199966431
914,6.051151275634766
915,5.526493549346924
916,5.436607599258423
917,5.8472795486450195
918,5.391409397125244
919,5.556529521942139
920,5.74541974067688
921,5.49601411819458
922,5.731030225753784
923,5.950284481048584
924,5.392961025238037
925,5.657451868057251
926,5.645542144775391
927,5.30724310874939
928,5.67316746711731
929,5.765072822570801
930,5.533286094665527
931,6.020654201507568
932,5.530725955963135
933,5.524796962738037
934,5.766444206237793
935,5.526918411254883
936,5.545836448669434
937,5.910095930099487
938,5.40703821182251
939,5.521314859390259
940,5.887380838394165
941,5.506534099578857
942,5.719580888748169
943,5.839949607849121
944,5.4815545082092285
945,5.739752292633057
946,5.680535078048706
947,5.504037141799927
948,6.017576456069946
949,5.598970651626587
950,5.703323125839233
951,5.966771364212036
952,5.557711124420166
953,5.6026835441589355
954,5.921473503112793
955,5.411968231201172
956,5.588553190231323
957,5.917609453201294
958,5.675620079040527
959,5.6805901527404785
960,5.6391050815582275
961,5.349550008773804
962,6.058595895767212
963,5.670311689376831
964,5.373560667037964
965,6.1286351680755615
966,5.454061269760132
967,5.452159404754639
968,5.900357484817505
969,5.419009685516357
970,5.690834045410156
971,5.907140731811523
972,5.533158302307129
973,5.652447700500488
974,5.857208728790283
975,5.334460973739624
976,6.137778282165527
977,5.590829849243164
978,5.441479682922363
979,5.879925489425659
980,5.592790126800537
981,5.491925477981567
982,5.974218845367432
983,5.473440170288086
984,5.699540138244629
985,5.913134336471558
986,5.404867172241211
987,5.617208957672119
988,5.982972621917725
989,5.402885675430298
990,5.847281217575073
991,5.690231084823608
992,5.364970445632935
993,5.873344659805298
994,5.566305875778198
995,5.4889819622039795
996,5.992806434631348
997,5.563061714172363
998,5.551667213439941
999,5.852717399597168
