loss_value
135.01335
95.86015
95.86015
28.937346
11.859625
11.859625
11.859625
11.859625
11.859625
10.294838
5.5969615
5.300072
4.7966504
3.5105824
2.0257351
2.0257351
1.9411328
1.8505999
1.8505999
1.8505999
1.7916116
1.7916116
1.7916116
1.7916116
1.7916116
1.7806962
1.7734812
1.7714047
1.768237
1.7660913
1.7660913
1.7640784
1.7537231
1.7265787
1.7156918
1.7108831
1.7086332
1.707547
1.7043481
1.6999574
1.6979103
1.6969231
1.6943908
1.6924117
1.6877117
1.6842349
1.6825774
1.6737951
1.6696411
1.6679542
1.6604149
1.6604149
1.6601437
1.6600553
1.6596967
1.6594498
1.6588384
1.6588384
1.6582452
1.6581712
1.6579275
1.6577991
1.6577847
1.6574602
1.6569409
1.6566689
1.6565044
1.6563241
1.6562389
1.6561971
1.6561763
1.6560259
1.6554397
1.6549647
1.6547338
1.654619
1.6544307
1.654141
1.6535344
1.6529937
1.6527283
1.651707
1.6509697
1.6506138
1.6504393
1.6498692
1.649202
1.6488831
1.6486857
1.6482728
1.6476588
1.6469693
1.6466513
1.6463962
1.6461599
1.6460094
1.6458386
1.6455061
1.6453042
1.6447501
1.6441883
1.6439941
1.6438192
1.6437707
1.6437659
1.6437626
1.6437603
1.6437588
1.6437548
1.6437548
1.6437545
1.6437519
1.6437504
1.6437495
1.6437492
1.6437482
1.6437471
1.6437445
1.6437364
1.6437364
1.6437328
1.6437321
1.6437309
1.6437304
1.643728
1.6437254
1.6437235
1.6437212
1.6437197
1.6437174
1.643714
1.6437109
1.643709
1.6437082
1.6437075
1.643707
1.6437056
1.6437019
1.6436994
1.6436988
1.6436977
1.6436944
1.643693
1.6436925
1.6436918
1.6436912
1.6436908
1.6436905
1.6436905
1.6436905
1.6436905
1.6436905
1.6436903
1.6436899
1.6436899
1.6436899
1.6436892
1.6436892
1.6436892
1.6436892
1.6436892
1.6436892
1.6436889
1.6436889
1.6436889
1.6436889
1.6436887
1.6436887
1.6436887
1.6436887
1.6436887
1.6436887
1.6436887
1.6436886
1.6436886
1.6436886
1.6436886
1.6436886
1.6436886
1.6436886
1.6436886
1.6436886
1.6436886
1.6436875
1.6436875
1.6436875
1.6436868
1.6436865
1.6436865
1.6436864
1.6436858
1.6436857
1.6436853
1.643685
1.643685
1.6436839
1.6436839
1.6436831
1.6436827
1.643682
1.6436808
