,time_iter_cmbo
873,5.1471240520477295
874,5.255658149719238
875,5.605791330337524
876,5.192931890487671
877,5.056656122207642
878,5.651155710220337
879,5.308475494384766
880,5.151239395141602
881,5.713964223861694
882,5.366659164428711
883,5.321702241897583
884,5.661472320556641
885,5.35234260559082
886,5.282246351242065
887,5.944414854049683
888,5.344541311264038
889,5.357668876647949
890,6.020681619644165
891,5.497578144073486
892,5.617998123168945
893,5.9513468742370605
894,5.325423002243042
895,5.608419179916382
896,5.783914804458618
897,5.3859992027282715
898,5.633770227432251
899,5.724217891693115
900,6.67482852935791
901,5.952343702316284
902,5.5172131061553955
903,5.460730791091919
904,6.139636039733887
905,5.417902231216431
906,5.573734760284424
907,5.944624185562134
908,5.352246284484863
909,5.4838950634002686
910,5.839777231216431
911,5.36506986618042
912,5.689836740493774
913,5.721203565597534
914,5.316986799240112
915,5.719923496246338
916,5.6358418464660645
917,5.237934589385986
918,5.972755670547485
919,5.567407846450806
920,5.318536281585693
921,6.0431036949157715
922,5.442750453948975
923,5.3583738803863525
924,5.876689672470093
925,5.527355670928955
926,5.495897531509399
927,5.9125754833221436
928,5.40001368522644
929,5.5161097049713135
930,5.852725028991699
931,5.373432397842407
932,5.605199337005615
933,5.792256593704224
934,5.4380176067352295
935,5.897471189498901
936,5.596481800079346
937,5.399644374847412
938,5.917139291763306
939,5.578522682189941
940,5.312317609786987
941,6.074636697769165
942,5.564676284790039
943,5.713944911956787
944,6.043959379196167
945,5.381371021270752
946,5.5745086669921875
947,5.7487382888793945
948,5.383805990219116
949,5.591385126113892
950,5.73866605758667
951,5.451273679733276
952,5.768182277679443
953,5.629779577255249
954,5.2855064868927
955,5.990098237991333
956,5.544909238815308
957,5.239290714263916
958,5.845851182937622
959,5.435285329818726
960,5.323151588439941
961,6.221671104431152
962,5.507434129714966
963,5.552514314651489
964,6.035311222076416
965,5.5440943241119385
966,5.724467992782593
967,5.7697014808654785
968,5.535770416259766
969,5.9143829345703125
970,5.684935569763184
971,5.453536033630371
972,6.016759395599365
973,4.969724893569946
974,5.025292158126831
975,5.324809551239014
976,4.951732397079468
977,4.84226393699646
978,5.343229532241821
979,5.150386095046997
980,4.862434387207031
981,5.18734884262085
982,5.197659969329834
983,4.894993782043457
984,5.023876190185547
985,5.390541315078735
986,5.091430187225342
987,5.1732847690582275
988,5.535763740539551
989,5.066460371017456
990,5.375562429428101
991,5.527676820755005
992,5.1130170822143555
993,5.23820161819458
994,5.588026285171509
995,5.020609617233276
996,5.103845119476318
997,5.535481691360474
998,5.023078680038452
999,5.157845973968506
